Dataset,Fold,Classifier,Resampler,Metric,Score
yeast-0-3-5-9_vs_7-8,0,MLP,PAU,G-mean,0.5619514869490164
poker-8_vs_6,1,CART,PAO,Precision,0.4
poker-8_vs_6,1,CART,PAO,Recall,0.25
poker-8_vs_6,1,CART,PAO,AUC,0.622945205479452
poker-8_vs_6,1,CART,PAO,G-mean,0.4989715450200803
poker-8_vs_6,1,KNN,PAO,Precision,0.1568627450980392
poker-8_vs_6,1,KNN,PAO,Recall,1.0
poker-8_vs_6,1,KNN,PAO,AUC,0.9705479452054794
poker-8_vs_6,1,KNN,PAO,G-mean,0.9701009691835994
poker-8_vs_6,1,SVM,PAO,Precision,0.8571428571428571
poker-8_vs_6,1,SVM,PAO,Recall,0.75
poker-8_vs_6,1,SVM,PAO,AUC,0.8743150684931505
poker-8_vs_6,1,SVM,PAO,G-mean,0.8654320324206437
poker-8_vs_6,1,MLP,PAO,Precision,0.5714285714285714
poker-8_vs_6,1,MLP,PAO,Recall,1.0
poker-8_vs_6,1,MLP,PAO,AUC,0.9958904109589042
poker-8_vs_6,1,MLP,PAO,G-mean,0.995881931715707
abalone9-18,7,CART,RBU,Precision,0.09375
abalone9-18,7,CART,RBU,Recall,0.7142857142857143
abalone9-18,7,CART,RBU,AUC,0.6463870431893688
abalone9-18,7,CART,RBU,G-mean,0.6428109987130317
abalone9-18,7,KNN,RBU,Precision,0.11904761904761905
abalone9-18,7,KNN,RBU,Recall,0.7142857142857143
abalone9-18,7,KNN,RBU,AUC,0.6958056478405316
abalone9-18,7,KNN,RBU,G-mean,0.6955601963244903
abalone9-18,7,SVM,RBU,Precision,0.13636363636363635
abalone9-18,7,SVM,RBU,Recall,0.5714285714285714
abalone9-18,7,SVM,RBU,AUC,0.6752491694352161
abalone9-18,7,SVM,RBU,G-mean,0.6672201467675356
abalone9-18,7,MLP,RBU,Precision,0.1868131868131868
abalone9-18,7,MLP,RBU,Recall,0.8095238095238095
abalone9-18,7,MLP,RBU,AUC,0.7972037652270211
abalone9-18,7,MLP,RBU,G-mean,0.7971085621172717
kddcup-buffer_overflow_vs_back,6,CART,PAO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,CART,PAO,Recall,1.0
kddcup-buffer_overflow_vs_back,6,CART,PAO,AUC,1.0
kddcup-buffer_overflow_vs_back,6,CART,PAO,G-mean,1.0
kddcup-buffer_overflow_vs_back,6,KNN,PAO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,KNN,PAO,Recall,0.7333333333333333
kddcup-buffer_overflow_vs_back,6,KNN,PAO,AUC,0.8666666666666667
kddcup-buffer_overflow_vs_back,6,KNN,PAO,G-mean,0.8563488385776752
kddcup-buffer_overflow_vs_back,6,SVM,PAO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,SVM,PAO,Recall,0.9333333333333332
kddcup-buffer_overflow_vs_back,6,SVM,PAO,AUC,0.9666666666666668
kddcup-buffer_overflow_vs_back,6,SVM,PAO,G-mean,0.966091783079296
kddcup-buffer_overflow_vs_back,6,MLP,PAO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,MLP,PAO,Recall,0.6666666666666666
kddcup-buffer_overflow_vs_back,6,MLP,PAO,AUC,0.8333333333333333
kddcup-buffer_overflow_vs_back,6,MLP,PAO,G-mean,0.8164965809277259
winequality-red-3_vs_5,8,CART,PAU,Precision,0.012738853503184714
winequality-red-3_vs_5,8,CART,PAU,Recall,0.4
winequality-red-3_vs_5,8,CART,PAU,AUC,0.4727272727272727
winequality-red-3_vs_5,8,CART,PAU,G-mean,0.4670993664969138
winequality-red-3_vs_5,8,KNN,PAU,Precision,0.028169014084507043
winequality-red-3_vs_5,8,KNN,PAU,Recall,0.4
winequality-red-3_vs_5,8,KNN,PAU,AUC,0.5988269794721406
winequality-red-3_vs_5,8,KNN,PAU,G-mean,0.5648553651844979
winequality-red-3_vs_5,8,SVM,PAU,Precision,0.018518518518518517
winequality-red-3_vs_5,8,SVM,PAU,Recall,0.6
winequality-red-3_vs_5,8,SVM,PAU,AUC,0.5668621700879766
winequality-red-3_vs_5,8,SVM,PAU,G-mean,0.5658927496492351
winequality-red-3_vs_5,8,MLP,PAU,Precision,0.016853932584269662
winequality-red-3_vs_5,8,MLP,PAU,Recall,0.6
winequality-red-3_vs_5,8,MLP,PAU,AUC,0.5434017595307918
winequality-red-3_vs_5,8,MLP,PAU,G-mean,0.5404462151194604
glass1,6,CART,PAO,Precision,0.6304347826086957
glass1,6,CART,PAO,Recall,0.7631578947368421
glass1,6,CART,PAO,AUC,0.7583905415713196
glass1,6,CART,PAO,G-mean,0.7583755572858574
glass1,6,KNN,PAO,Precision,0.7837837837837838
glass1,6,KNN,PAO,Recall,0.7631578947368421
glass1,6,KNN,PAO,AUC,0.8236079328756674
glass1,6,KNN,PAO,G-mean,0.8213865228896471
glass1,6,SVM,PAO,Precision,0.5961538461538461
glass1,6,SVM,PAO,Recall,0.8157894736842105
glass1,6,SVM,PAO,AUC,0.7557208237986269
glass1,6,SVM,PAO,G-mean,0.7533297557005156
glass1,6,MLP,PAO,Precision,0.6363636363636364
glass1,6,MLP,PAO,Recall,0.7368421052631579
glass1,6,MLP,PAO,AUC,0.7524790236460717
glass1,6,MLP,PAO,G-mean,0.7523165343197179
glass-0-1-5_vs_2,2,CART,RBO,Precision,0.06666666666666668
glass-0-1-5_vs_2,2,CART,RBO,Recall,0.125
glass-0-1-5_vs_2,2,CART,RBO,AUC,0.4727564102564102
glass-0-1-5_vs_2,2,CART,RBO,G-mean,0.3202563076101743
glass-0-1-5_vs_2,2,KNN,RBO,Precision,0.18181818181818185
glass-0-1-5_vs_2,2,KNN,RBO,Recall,0.5
glass-0-1-5_vs_2,2,KNN,RBO,AUC,0.6346153846153846
glass-0-1-5_vs_2,2,KNN,RBO,G-mean,0.6201736729460423
glass-0-1-5_vs_2,2,SVM,RBO,Precision,0.25
glass-0-1-5_vs_2,2,SVM,RBO,Recall,0.5
glass-0-1-5_vs_2,2,SVM,RBO,AUC,0.673076923076923
glass-0-1-5_vs_2,2,SVM,RBO,G-mean,0.6504436355879909
glass-0-1-5_vs_2,2,MLP,RBO,Precision,0.2272727272727273
glass-0-1-5_vs_2,2,MLP,RBO,Recall,0.625
glass-0-1-5_vs_2,2,MLP,RBO,AUC,0.703525641025641
glass-0-1-5_vs_2,2,MLP,RBO,G-mean,0.699129495359802
glass-0-1-6_vs_5,7,CART,PAU,Precision,0.17391304347826084
glass-0-1-6_vs_5,7,CART,PAU,Recall,0.8
glass-0-1-6_vs_5,7,CART,PAU,AUC,0.7908045977011494
glass-0-1-6_vs_5,7,CART,PAU,G-mean,0.7907511342526415
glass-0-1-6_vs_5,7,KNN,PAU,Precision,0.2272727272727273
glass-0-1-6_vs_5,7,KNN,PAU,Recall,1.0
glass-0-1-6_vs_5,7,KNN,PAU,AUC,0.9022988505747128
glass-0-1-6_vs_5,7,KNN,PAU,G-mean,0.8969937018449045
glass-0-1-6_vs_5,7,SVM,PAU,Precision,0.19230769230769232
glass-0-1-6_vs_5,7,SVM,PAU,Recall,1.0
glass-0-1-6_vs_5,7,SVM,PAU,AUC,0.8793103448275862
glass-0-1-6_vs_5,7,SVM,PAU,G-mean,0.8709883407113854
glass-0-1-6_vs_5,7,MLP,PAU,Precision,0.2380952380952381
glass-0-1-6_vs_5,7,MLP,PAU,Recall,1.0
glass-0-1-6_vs_5,7,MLP,PAU,AUC,0.9080459770114944
glass-0-1-6_vs_5,7,MLP,PAU,G-mean,0.9033780792243016
poker-9_vs_7,6,CART,PAU,Precision,0.032786885245901634
poker-9_vs_7,6,CART,PAU,Recall,1.0
poker-9_vs_7,6,CART,PAU,AUC,0.5
poker-9_vs_7,6,CART,PAU,G-mean,0.0
poker-9_vs_7,6,KNN,PAU,Precision,0.07692307692307693
poker-9_vs_7,6,KNN,PAU,Recall,1.0
poker-9_vs_7,6,KNN,PAU,AUC,0.7966101694915254
poker-9_vs_7,6,KNN,PAU,G-mean,0.7702079842374077
poker-9_vs_7,6,SVM,PAU,Precision,0.057142857142857134
poker-9_vs_7,6,SVM,PAU,Recall,1.0
poker-9_vs_7,6,SVM,PAU,AUC,0.7203389830508475
poker-9_vs_7,6,SVM,PAU,G-mean,0.6638357975446149
poker-9_vs_7,6,MLP,PAU,Precision,0.0625
poker-9_vs_7,6,MLP,PAU,Recall,1.0
poker-9_vs_7,6,MLP,PAU,AUC,0.7457627118644068
poker-9_vs_7,6,MLP,PAU,G-mean,0.7010887416930995
yeast-0-2-5-6_vs_3-7-8-9,7,CART,PAO,Precision,0.5087719298245614
yeast-0-2-5-6_vs_3-7-8-9,7,CART,PAO,Recall,0.58
yeast-0-2-5-6_vs_3-7-8-9,7,CART,PAO,AUC,0.7590265486725665
yeast-0-2-5-6_vs_3-7-8-9,7,CART,PAO,G-mean,0.7376115484861777
yeast-0-2-5-6_vs_3-7-8-9,7,KNN,PAO,Precision,0.3978494623655914
yeast-0-2-5-6_vs_3-7-8-9,7,KNN,PAO,Recall,0.74
yeast-0-2-5-6_vs_3-7-8-9,7,KNN,PAO,AUC,0.8080530973451328
yeast-0-2-5-6_vs_3-7-8-9,7,KNN,PAO,G-mean,0.8051823297060092
yeast-0-2-5-6_vs_3-7-8-9,7,SVM,PAO,Precision,0.4594594594594595
yeast-0-2-5-6_vs_3-7-8-9,7,SVM,PAO,Recall,0.68
yeast-0-2-5-6_vs_3-7-8-9,7,SVM,PAO,AUC,0.7957522123893805
yeast-0-2-5-6_vs_3-7-8-9,7,SVM,PAO,G-mean,0.7872883898861697
yeast-0-2-5-6_vs_3-7-8-9,7,MLP,PAO,Precision,0.4342105263157895
yeast-0-2-5-6_vs_3-7-8-9,7,MLP,PAO,Recall,0.66
yeast-0-2-5-6_vs_3-7-8-9,7,MLP,PAO,AUC,0.7824336283185842
yeast-0-2-5-6_vs_3-7-8-9,7,MLP,PAO,G-mean,0.7727951794495945
glass-0-1-6_vs_2,3,CART,RBO,Precision,0.3333333333333333
glass-0-1-6_vs_2,3,CART,RBO,Recall,0.2222222222222222
glass-0-1-6_vs_2,3,CART,RBO,AUC,0.5881226053639848
glass-0-1-6_vs_2,3,CART,RBO,G-mean,0.4604401248336559
glass-0-1-6_vs_2,3,KNN,RBO,Precision,0.2222222222222222
glass-0-1-6_vs_2,3,KNN,RBO,Recall,0.2222222222222222
glass-0-1-6_vs_2,3,KNN,RBO,AUC,0.5708812260536399
glass-0-1-6_vs_2,3,KNN,RBO,G-mean,0.4520423357472069
glass-0-1-6_vs_2,3,SVM,RBO,Precision,0.3
glass-0-1-6_vs_2,3,SVM,RBO,Recall,0.6666666666666666
glass-0-1-6_vs_2,3,SVM,RBO,AUC,0.7528735632183907
glass-0-1-6_vs_2,3,SVM,RBO,G-mean,0.7479217694251696
glass-0-1-6_vs_2,3,MLP,RBO,Precision,0.35294117647058826
glass-0-1-6_vs_2,3,MLP,RBO,Recall,0.6666666666666666
glass-0-1-6_vs_2,3,MLP,RBO,AUC,0.7701149425287356
glass-0-1-6_vs_2,3,MLP,RBO,G-mean,0.7631352952964521
ecoli-0-6-7_vs_3-5,3,CART,RBO,Precision,0.4375
ecoli-0-6-7_vs_3-5,3,CART,RBO,Recall,0.6363636363636364
ecoli-0-6-7_vs_3-5,3,CART,RBO,AUC,0.7731818181818182
ecoli-0-6-7_vs_3-5,3,CART,RBO,G-mean,0.7609802291064526
ecoli-0-6-7_vs_3-5,3,KNN,RBO,Precision,0.6923076923076923
ecoli-0-6-7_vs_3-5,3,KNN,RBO,Recall,0.8181818181818182
ecoli-0-6-7_vs_3-5,3,KNN,RBO,AUC,0.8890909090909092
ecoli-0-6-7_vs_3-5,3,KNN,RBO,G-mean,0.8862587350511957
ecoli-0-6-7_vs_3-5,3,SVM,RBO,Precision,0.5882352941176471
ecoli-0-6-7_vs_3-5,3,SVM,RBO,Recall,0.9090909090909092
ecoli-0-6-7_vs_3-5,3,SVM,RBO,AUC,0.9195454545454546
ecoli-0-6-7_vs_3-5,3,SVM,RBO,G-mean,0.9194860224356569
ecoli-0-6-7_vs_3-5,3,MLP,RBO,Precision,0.6470588235294118
ecoli-0-6-7_vs_3-5,3,MLP,RBO,Recall,1.0
ecoli-0-6-7_vs_3-5,3,MLP,RBO,AUC,0.97
ecoli-0-6-7_vs_3-5,3,MLP,RBO,G-mean,0.9695359714832658
abalone9-18,3,CART,RBU,Precision,0.09090909090909093
abalone9-18,3,CART,RBU,Recall,0.42857142857142855
abalone9-18,3,CART,RBU,AUC,0.5834717607973422
abalone9-18,3,CART,RBU,G-mean,0.5625346058015029
abalone9-18,3,KNN,RBU,Precision,0.11
abalone9-18,3,KNN,RBU,Recall,0.5238095238095238
abalone9-18,3,KNN,RBU,AUC,0.6325442967884828
abalone9-18,3,KNN,RBU,G-mean,0.6231284270075074
abalone9-18,3,SVM,RBU,Precision,0.12244897959183673
abalone9-18,3,SVM,RBU,Recall,0.5714285714285714
abalone9-18,3,SVM,RBU,AUC,0.6607142857142857
abalone9-18,3,SVM,RBU,G-mean,0.6546536707079771
abalone9-18,3,MLP,RBU,Precision,0.2368421052631579
abalone9-18,3,MLP,RBU,Recall,0.8571428571428571
abalone9-18,3,MLP,RBU,AUC,0.8442691029900333
abalone9-18,3,MLP,RBU,G-mean,0.8441709451986653
winequality-red-3_vs_5,5,CART,RBU,Precision,0.013215859030837005
winequality-red-3_vs_5,5,CART,RBU,Recall,0.6
winequality-red-3_vs_5,5,CART,RBU,AUC,0.4705882352941176
winequality-red-3_vs_5,5,CART,RBU,G-mean,0.4524443417183391
winequality-red-3_vs_5,5,KNN,RBU,Precision,0.013513513513513514
winequality-red-3_vs_5,5,KNN,RBU,Recall,0.2
winequality-red-3_vs_5,5,KNN,RBU,AUC,0.4926470588235294
winequality-red-3_vs_5,5,KNN,RBU,G-mean,0.3963064767694464
winequality-red-3_vs_5,5,SVM,RBU,Precision,0.020689655172413796
winequality-red-3_vs_5,5,SVM,RBU,Recall,0.6
winequality-red-3_vs_5,5,SVM,RBU,AUC,0.5911764705882352
winequality-red-3_vs_5,5,SVM,RBU,G-mean,0.5911106196862669
winequality-red-3_vs_5,5,MLP,RBU,Precision,0.02
winequality-red-3_vs_5,5,MLP,RBU,Recall,0.4
winequality-red-3_vs_5,5,MLP,RBU,AUC,0.5558823529411765
winequality-red-3_vs_5,5,MLP,RBU,G-mean,0.5335783750799326
ecoli2,3,CART,RBU,Precision,0.625
ecoli2,3,CART,RBU,Recall,0.7692307692307693
ecoli2,3,CART,RBU,AUC,0.8423618634886241
ecoli2,3,CART,RBU,G-mean,0.839181358296689
ecoli2,3,KNN,RBU,Precision,0.2988505747126437
ecoli2,3,KNN,RBU,Recall,1.0
ecoli2,3,KNN,RBU,AUC,0.7852112676056338
ecoli2,3,KNN,RBU,G-mean,0.7552632224670202
ecoli2,3,SVM,RBU,Precision,0.5853658536585366
ecoli2,3,SVM,RBU,Recall,0.9230769230769232
ecoli2,3,SVM,RBU,AUC,0.9016793066088842
ecoli2,3,SVM,RBU,G-mean,0.9014253790393104
ecoli2,3,MLP,RBU,Precision,0.6470588235294118
ecoli2,3,MLP,RBU,Recall,0.8461538461538461
ecoli2,3,MLP,RBU,AUC,0.8808234019501626
ecoli2,3,MLP,RBU,G-mean,0.8801408338010137
yeast1,9,CART,RBO,Precision,0.5
yeast1,9,CART,RBO,Recall,0.5302325581395348
yeast1,9,CART,RBO,AUC,0.6569568862803936
yeast1,9,CART,RBO,G-mean,0.6446187207089771
yeast1,9,KNN,RBO,Precision,0.4839857651245552
yeast1,9,KNN,RBO,Recall,0.6325581395348837
yeast1,9,KNN,RBO,AUC,0.6787079122721856
yeast1,9,KNN,RBO,G-mean,0.6771370826185524
yeast1,9,SVM,RBO,Precision,0.5031645569620253
yeast1,9,SVM,RBO,Recall,0.7395348837209302
yeast1,9,SVM,RBO,AUC,0.7208110851242222
yeast1,9,SVM,RBO,G-mean,0.7205678592638368
yeast1,9,MLP,RBO,Precision,0.5095541401273885
yeast1,9,MLP,RBO,Recall,0.7441860465116279
yeast1,9,MLP,RBO,AUC,0.7259829663298177
yeast1,9,MLP,RBO,G-mean,0.7257547211509794
yeast-0-5-6-7-9_vs_4,2,CART,PAU,Precision,0.1743119266055046
yeast-0-5-6-7-9_vs_4,2,CART,PAU,Recall,0.76
yeast-0-5-6-7-9_vs_4,2,CART,PAU,AUC,0.6917154811715482
yeast-0-5-6-7-9_vs_4,2,CART,PAU,G-mean,0.688336786305042
yeast-0-5-6-7-9_vs_4,2,KNN,PAU,Precision,0.24675324675324675
yeast-0-5-6-7-9_vs_4,2,KNN,PAU,Recall,0.76
yeast-0-5-6-7-9_vs_4,2,KNN,PAU,AUC,0.7586610878661088
yeast-0-5-6-7-9_vs_4,2,KNN,PAU,G-mean,0.7586599063852559
yeast-0-5-6-7-9_vs_4,2,SVM,PAU,Precision,0.3469387755102041
yeast-0-5-6-7-9_vs_4,2,SVM,PAU,Recall,0.68
yeast-0-5-6-7-9_vs_4,2,SVM,PAU,AUC,0.7730543933054395
yeast-0-5-6-7-9_vs_4,2,SVM,PAU,G-mean,0.7674333683749994
yeast-0-5-6-7-9_vs_4,2,MLP,PAU,Precision,0.2903225806451613
yeast-0-5-6-7-9_vs_4,2,MLP,PAU,Recall,0.72
yeast-0-5-6-7-9_vs_4,2,MLP,PAU,AUC,0.767949790794979
yeast-0-5-6-7-9_vs_4,2,MLP,PAU,G-mean,0.7664513675014024
yeast5,5,CART,RBO,Precision,0.75
yeast5,5,CART,RBO,Recall,0.5454545454545454
yeast5,5,CART,RBO,AUC,0.7699494949494949
yeast5,5,CART,RBO,G-mean,0.7364945637438489
yeast5,5,KNN,RBO,Precision,0.625
yeast5,5,KNN,RBO,Recall,0.9090909090909092
yeast5,5,KNN,RBO,AUC,0.9462121212121212
yeast5,5,KNN,RBO,G-mean,0.9454836825347088
yeast5,5,SVM,RBO,Precision,0.5142857142857142
yeast5,5,SVM,RBO,Recall,0.8181818181818182
yeast5,5,SVM,RBO,AUC,0.8972853535353535
yeast5,5,SVM,RBO,G-mean,0.8937917186703155
yeast5,5,MLP,RBO,Precision,0.6206896551724138
yeast5,5,MLP,RBO,Recall,0.8181818181818182
yeast5,5,MLP,RBO,AUC,0.9014520202020204
yeast5,5,MLP,RBO,G-mean,0.8975978042429795
ecoli3,7,CART,RBU,Precision,0.37142857142857133
ecoli3,7,CART,RBU,Recall,0.7222222222222222
ecoli3,7,CART,RBU,AUC,0.7877777777777778
ecoli3,7,CART,RBU,G-mean,0.7850454103402531
ecoli3,7,KNN,RBU,Precision,0.4545454545454545
ecoli3,7,KNN,RBU,Recall,0.8333333333333334
ecoli3,7,KNN,RBU,AUC,0.8566666666666668
ecoli3,7,KNN,RBU,G-mean,0.8563488385776753
ecoli3,7,SVM,RBU,Precision,0.4324324324324325
ecoli3,7,SVM,RBU,Recall,0.8888888888888888
ecoli3,7,SVM,RBU,AUC,0.8744444444444444
ecoli3,7,SVM,RBU,G-mean,0.8743251365736
ecoli3,7,MLP,RBU,Precision,0.4411764705882353
ecoli3,7,MLP,RBU,Recall,0.8333333333333334
ecoli3,7,MLP,RBU,AUC,0.8533333333333334
ecoli3,7,MLP,RBU,G-mean,0.8530989261379818
kr-vs-k-zero_vs_eight,3,CART,RBU,Precision,0.02346570397111913
kr-vs-k-zero_vs_eight,3,CART,RBU,Recall,1.0
kr-vs-k-zero_vs_eight,3,CART,RBU,AUC,0.6227336122733612
kr-vs-k-zero_vs_eight,3,CART,RBU,G-mean,0.4954464900942608
kr-vs-k-zero_vs_eight,3,KNN,RBU,Precision,0.028697571743929364
kr-vs-k-zero_vs_eight,3,KNN,RBU,Recall,1.0
kr-vs-k-zero_vs_eight,3,KNN,RBU,AUC,0.6931659693165969
kr-vs-k-zero_vs_eight,3,KNN,RBU,G-mean,0.6215560623412774
kr-vs-k-zero_vs_eight,3,SVM,RBU,Precision,0.02402957486136784
kr-vs-k-zero_vs_eight,3,SVM,RBU,Recall,1.0
kr-vs-k-zero_vs_eight,3,SVM,RBU,AUC,0.6317991631799162
kr-vs-k-zero_vs_eight,3,SVM,RBU,G-mean,0.5134182762230349
kr-vs-k-zero_vs_eight,3,MLP,RBU,Precision,0.028260869565217388
kr-vs-k-zero_vs_eight,3,MLP,RBU,Recall,1.0
kr-vs-k-zero_vs_eight,3,MLP,RBU,AUC,0.6882845188284519
kr-vs-k-zero_vs_eight,3,MLP,RBU,G-mean,0.6136522122969197
abalone-20_vs_8-9-10,7,CART,RBU,Precision,0.056338028169014086
abalone-20_vs_8-9-10,7,CART,RBU,Recall,0.9230769230769232
abalone-20_vs_8-9-10,7,CART,RBU,AUC,0.8551892551892551
abalone-20_vs_8-9-10,7,CART,RBU,G-mean,0.8524904261866679
abalone-20_vs_8-9-10,7,KNN,RBU,Precision,0.046099290780141834
abalone-20_vs_8-9-10,7,KNN,RBU,Recall,1.0
abalone-20_vs_8-9-10,7,KNN,RBU,AUC,0.8576719576719577
abalone-20_vs_8-9-10,7,KNN,RBU,G-mean,0.8457800632220621
abalone-20_vs_8-9-10,7,SVM,RBU,Precision,0.02985074626865672
abalone-20_vs_8-9-10,7,SVM,RBU,Recall,0.9230769230769232
abalone-20_vs_8-9-10,7,SVM,RBU,AUC,0.7551892551892552
abalone-20_vs_8-9-10,7,SVM,RBU,G-mean,0.7362910716045267
abalone-20_vs_8-9-10,7,MLP,RBU,Precision,0.060606060606060615
abalone-20_vs_8-9-10,7,MLP,RBU,Recall,0.9230769230769232
abalone-20_vs_8-9-10,7,MLP,RBU,AUC,0.8631257631257632
abalone-20_vs_8-9-10,7,MLP,RBU,G-mean,0.8610411961061686
glass4,1,CART,PAO,Precision,0.5
glass4,1,CART,PAO,Recall,0.42857142857142855
glass4,1,CART,PAO,AUC,0.6992857142857143
glass4,1,CART,PAO,G-mean,0.6447590912226718
glass4,1,KNN,PAO,Precision,0.42857142857142855
glass4,1,KNN,PAO,Recall,0.8571428571428571
glass4,1,KNN,PAO,AUC,0.8885714285714286
glass4,1,KNN,PAO,G-mean,0.8880154438811458
glass4,1,SVM,PAO,Precision,0.8
glass4,1,SVM,PAO,Recall,0.5714285714285714
glass4,1,SVM,PAO,AUC,0.7807142857142857
glass4,1,SVM,PAO,G-mean,0.7521398046336104
glass4,1,MLP,PAO,Precision,0.5555555555555556
glass4,1,MLP,PAO,Recall,0.7142857142857143
glass4,1,MLP,PAO,AUC,0.8371428571428571
glass4,1,MLP,PAO,G-mean,0.8280786712108251
page-blocks-1-3_vs_4,1,CART,RBO,Precision,0.875
page-blocks-1-3_vs_4,1,CART,RBO,Recall,1.0
page-blocks-1-3_vs_4,1,CART,RBO,AUC,0.9954954954954954
page-blocks-1-3_vs_4,1,CART,RBO,G-mean,0.9954853042566679
page-blocks-1-3_vs_4,1,KNN,RBO,Precision,0.8666666666666667
page-blocks-1-3_vs_4,1,KNN,RBO,Recall,0.9285714285714286
page-blocks-1-3_vs_4,1,KNN,RBO,AUC,0.9597812097812096
page-blocks-1-3_vs_4,1,KNN,RBO,G-mean,0.9592736419843508
page-blocks-1-3_vs_4,1,SVM,RBO,Precision,0.42857142857142855
page-blocks-1-3_vs_4,1,SVM,RBO,Recall,0.42857142857142855
page-blocks-1-3_vs_4,1,SVM,RBO,AUC,0.6962676962676962
page-blocks-1-3_vs_4,1,SVM,RBO,G-mean,0.6427498838019444
page-blocks-1-3_vs_4,1,MLP,RBO,Precision,0.9
page-blocks-1-3_vs_4,1,MLP,RBO,Recall,0.6428571428571429
page-blocks-1-3_vs_4,1,MLP,RBO,AUC,0.8191763191763192
page-blocks-1-3_vs_4,1,MLP,RBO,G-mean,0.7999758683619088
poker-9_vs_7,9,CART,PAO,Precision,0.0
poker-9_vs_7,9,CART,PAO,Recall,0.0
poker-9_vs_7,9,CART,PAO,AUC,0.4957627118644068
poker-9_vs_7,9,CART,PAO,G-mean,0.0
poker-9_vs_7,9,KNN,PAO,Precision,0.5
poker-9_vs_7,9,KNN,PAO,Recall,0.25
poker-9_vs_7,9,KNN,PAO,AUC,0.6207627118644068
poker-9_vs_7,9,KNN,PAO,G-mean,0.4978768481584612
poker-9_vs_7,9,SVM,PAO,Precision,0.0
poker-9_vs_7,9,SVM,PAO,Recall,0.0
poker-9_vs_7,9,SVM,PAO,AUC,0.5
poker-9_vs_7,9,SVM,PAO,G-mean,0.0
poker-9_vs_7,9,MLP,PAO,Precision,0.0
poker-9_vs_7,9,MLP,PAO,Recall,0.0
poker-9_vs_7,9,MLP,PAO,AUC,0.4957627118644068
poker-9_vs_7,9,MLP,PAO,G-mean,0.0
kr-vs-k-zero_vs_eight,5,CART,PAO,Precision,0.9285714285714286
kr-vs-k-zero_vs_eight,5,CART,PAO,Recall,1.0
kr-vs-k-zero_vs_eight,5,CART,PAO,AUC,0.9993026499302652
kr-vs-k-zero_vs_eight,5,CART,PAO,G-mean,0.9993024066119977
kr-vs-k-zero_vs_eight,5,KNN,PAO,Precision,0.5652173913043478
kr-vs-k-zero_vs_eight,5,KNN,PAO,Recall,1.0
kr-vs-k-zero_vs_eight,5,KNN,PAO,AUC,0.99302649930265
kr-vs-k-zero_vs_eight,5,KNN,PAO,G-mean,0.9930020133943838
kr-vs-k-zero_vs_eight,5,SVM,PAO,Precision,0.4482758620689655
kr-vs-k-zero_vs_eight,5,SVM,PAO,Recall,1.0
kr-vs-k-zero_vs_eight,5,SVM,PAO,AUC,0.98884239888424
kr-vs-k-zero_vs_eight,5,SVM,PAO,G-mean,0.9887794484962154
kr-vs-k-zero_vs_eight,5,MLP,PAO,Precision,0.5
kr-vs-k-zero_vs_eight,5,MLP,PAO,Recall,1.0
kr-vs-k-zero_vs_eight,5,MLP,PAO,AUC,0.990934449093445
kr-vs-k-zero_vs_eight,5,MLP,PAO,G-mean,0.9908929801885216
winequality-white-9_vs_4,6,CART,PAO,Precision,0.0
winequality-white-9_vs_4,6,CART,PAO,Recall,0.0
winequality-white-9_vs_4,6,CART,PAO,AUC,0.4878048780487805
winequality-white-9_vs_4,6,CART,PAO,G-mean,0.0
winequality-white-9_vs_4,6,KNN,PAO,Precision,0.3333333333333333
winequality-white-9_vs_4,6,KNN,PAO,Recall,1.0
winequality-white-9_vs_4,6,KNN,PAO,AUC,0.975609756097561
winequality-white-9_vs_4,6,KNN,PAO,G-mean,0.9753048303966928
winequality-white-9_vs_4,6,SVM,PAO,Precision,0.5
winequality-white-9_vs_4,6,SVM,PAO,Recall,1.0
winequality-white-9_vs_4,6,SVM,PAO,AUC,0.9878048780487804
winequality-white-9_vs_4,6,SVM,PAO,G-mean,0.9877295966495896
winequality-white-9_vs_4,6,MLP,PAO,Precision,0.5
winequality-white-9_vs_4,6,MLP,PAO,Recall,1.0
winequality-white-9_vs_4,6,MLP,PAO,AUC,0.9878048780487804
winequality-white-9_vs_4,6,MLP,PAO,G-mean,0.9877295966495896
yeast5,4,CART,RBO,Precision,0.7727272727272727
yeast5,4,CART,RBO,Recall,0.7727272727272727
yeast5,4,CART,RBO,AUC,0.8828914141414141
yeast5,4,CART,RBO,G-mean,0.8759915017345266
yeast5,4,KNN,RBO,Precision,0.4
yeast5,4,KNN,RBO,Recall,0.9090909090909092
yeast5,4,KNN,RBO,AUC,0.9337121212121212
yeast5,4,KNN,RBO,G-mean,0.9333874443188752
yeast5,4,SVM,RBO,Precision,0.4565217391304348
yeast5,4,SVM,RBO,Recall,0.9545454545454546
yeast5,4,SVM,RBO,AUC,0.9599116161616162
yeast5,4,SVM,RBO,G-mean,0.9598966169080476
yeast5,4,MLP,RBO,Precision,0.5128205128205128
yeast5,4,MLP,RBO,Recall,0.9090909090909092
yeast5,4,MLP,RBO,AUC,0.94135101010101
yeast5,4,MLP,RBO,G-mean,0.9407980708425214
